Vardas         Pavarde        nd1  nd2  nd3  nd4  nd5  nd6  nd7  nd8  nd9  nd10 Egz. 
Vardas3478     Pavarde3478    4    9    6    2    1    8    6    6    4    6    10   
Vardas3479     Pavarde3479    6    8    2    9    5    9    10   8    8    9    0    
Vardas348      Pavarde348     7    3    7    5    0    6    0    2    2    2    4    
Vardas3480     Pavarde3480    3    0    1    8    1    4    4    1    7    5    3    
Vardas3481     Pavarde3481    1    5    10   0    6    4    7    7    4    6    4    
Vardas3482     Pavarde3482    6    5    1    5    0    9    10   0    2    8    10   
Vardas3483     Pavarde3483    3    8    2    2    5    7    4    10   5    1    9    
Vardas3484     Pavarde3484    6    3    0    9    8    6    7    6    9    0    10   
Vardas3485     Pavarde3485    8    4    10   2    6    2    9    5    10   3    1    
Vardas3486     Pavarde3486    5    10   2    5    0    9    5    6    4    0    8    
Vardas3487     Pavarde3487    0    3    6    7    8    9    9    3    6    2    6    
Vardas3488     Pavarde3488    8    8    5    8    4    10   3    3    0    6    8    
Vardas3489     Pavarde3489    2    7    6    0    10   3    7    4    2    7    2    
Vardas349      Pavarde349     4    8    6    8    5    6    7    3    10   10   3    
Vardas3490     Pavarde3490    0    1    4    2    7    6    3    9    7    2    6    
Vardas3491     Pavarde3491    1    0    10   8    2    6    3    4    10   1    2    
Vardas3492     Pavarde3492    9    2    6    4    2    1    7    5    5    5    8    
Vardas3493     Pavarde3493    9    0    4    0    1    10   9    7    6    3    0    
Vardas3494     Pavarde3494    9    4    4    4    3    6    0    1    2    3    6    
Vardas3495     Pavarde3495    8    10   7    6    6    1    7    7    8    2    10   
Vardas3496     Pavarde3496    0    1    7    2    1    10   6    2    10   9    8    
Vardas3497     Pavarde3497    10   5    7    3    9    10   2    10   8    8    1    
Vardas3498     Pavarde3498    6    8    3    4    3    10   9    7    7    5    4    
Vardas3499     Pavarde3499    5    9    2    7    4    5    3    8    4    8    2    
Vardas35       Pavarde35      3    2    8    10   7    9    1    2    7    7    0    
Vardas350      Pavarde350     6    4    3    3    0    10   10   1    1    3    0    
Vardas3500     Pavarde3500    7    6    7    5    10   7    9    4    6    1    8    
Vardas3501     Pavarde3501    5    7    3    2    9    0    10   6    0    8    9    
Vardas3502     Pavarde3502    5    10   6    1    2    10   0    3    3    0    8    
Vardas3503     Pavarde3503    10   4    7    1    9    8    2    1    8    9    3    
Vardas3504     Pavarde3504    4    6    7    7    0    6    1    8    6    7    7    
Vardas3505     Pavarde3505    10   6    2    9    9    4    7    3    8    0    3    
Vardas3506     Pavarde3506    5    7    0    4    2    4    7    9    6    1    4    
Vardas3507     Pavarde3507    9    3    10   3    7    8    10   0    8    4    8    
Vardas3508     Pavarde3508    7    8    8    6    1    0    2    4    1    9    3    
Vardas3509     Pavarde3509    1    7    5    6    9    7    3    2    0    4    10   
Vardas351      Pavarde351     5    4    3    9    5    4    9    5    1    5    9    
Vardas3510     Pavarde3510    2    4    1    4    5    2    7    5    3    6    3    
Vardas3511     Pavarde3511    1    0    5    2    1    4    7    10   1    0    7    
Vardas3512     Pavarde3512    0    6    4    5    3    4    0    4    4    9    0    
Vardas3513     Pavarde3513    7    6    2    3    2    3    1    2    9    1    6    
Vardas3514     Pavarde3514    8    5    1    3    10   3    10   8    4    1    0    
Vardas3515     Pavarde3515    3    1    2    5    4    10   6    6    7    10   5    
Vardas3516     Pavarde3516    4    9    3    5    1    10   10   10   1    1    9    
Vardas3517     Pavarde3517    3    7    5    1    10   2    8    6    6    2    3    
Vardas3518     Pavarde3518    0    8    7    10   2    3    5    7    6    9    5    
Vardas3519     Pavarde3519    1    2    8    3    7    6    9    3    1    2    9    
Vardas352      Pavarde352     6    1    9    8    0    5    9    8    4    4    2    
Vardas3520     Pavarde3520    0    2    10   5    5    9    5    0    9    7    6    
Vardas3521     Pavarde3521    5    0    3    7    9    0    2    2    4    1    2    
Vardas3522     Pavarde3522    9    7    7    7    10   2    9    8    10   3    2    
Vardas3523     Pavarde3523    0    10   10   10   4    3    7    10   1    7    8    
Vardas3524     Pavarde3524    1    0    3    5    7    3    5    8    10   4    9    
Vardas3525     Pavarde3525    4    1    1    1    8    6    0    0    8    1    0    
Vardas3526     Pavarde3526    0    1    5    4    4    8    10   0    3    3    8    
Vardas3527     Pavarde3527    5    1    2    8    6    4    8    5    9    5    2    
Vardas3528     Pavarde3528    7    10   1    5    5    3    0    0    8    10   3    
Vardas3529     Pavarde3529    1    2    1    7    6    0    1    3    10   2    7    
Vardas353      Pavarde353     3    1    5    6    8    4    8    5    9    7    0    
Vardas3530     Pavarde3530    0    5    3    7    8    5    10   0    2    2    0    
Vardas3531     Pavarde3531    1    8    3    4    7    4    2    8    5    4    10   
Vardas3532     Pavarde3532    9    0    5    4    2    6    5    8    8    3    6    
Vardas3533     Pavarde3533    6    5    7    2    10   6    10   10   7    2    10   
Vardas3534     Pavarde3534    4    10   0    3    1    0    7    5    8    10   5    
Vardas3535     Pavarde3535    3    7    4    3    2    4    6    4    9    10   8    
Vardas3536     Pavarde3536    6    10   4    8    10   5    9    7    0    10   9    
Vardas3537     Pavarde3537    10   10   7    9    3    6    10   6    2    9    9    
Vardas3538     Pavarde3538    9    2    5    5    9    4    6    1    4    0    1    
Vardas3539     Pavarde3539    8    5    6    0    1    2    0    4    1    10   3    
Vardas354      Pavarde354     9    5    2    3    5    7    8    3    6    7    0    
Vardas3540     Pavarde3540    4    0    10   8    7    10   0    10   5    8    5    
Vardas3541     Pavarde3541    7    1    8    9    3    6    3    3    1    4    9    
Vardas3542     Pavarde3542    1    8    3    10   6    4    0    4    4    1    10   
Vardas3543     Pavarde3543    7    1    2    3    4    7    1    5    8    5    5    
Vardas3544     Pavarde3544    1    3    2    9    9    2    4    8    9    2    3    
Vardas3545     Pavarde3545    0    1    0    1    6    9    1    8    6    10   0    
Vardas3546     Pavarde3546    9    9    0    4    6    2    1    9    10   2    6    
Vardas3547     Pavarde3547    9    3    9    1    6    5    8    0    2    7    3    
Vardas3548     Pavarde3548    6    5    2    2    0    5    3    10   9    5    7    
Vardas3549     Pavarde3549    1    7    5    4    6    0    3    8    5    3    4    
Vardas355      Pavarde355     2    7    0    9    0    0    6    5    1    9    10   
Vardas3550     Pavarde3550    2    8    6    3    8    9    7    9    8    5    8    
Vardas3551     Pavarde3551    9    10   2    8    9    2    10   3    2    4    5    
Vardas3552     Pavarde3552    6    7    7    2    7    3    9    7    0    2    10   
Vardas3553     Pavarde3553    4    1    9    5    10   3    0    9    8    3    5    
Vardas3554     Pavarde3554    7    0    9    4    8    9    10   0    2    4    9    
Vardas3555     Pavarde3555    6    1    9    0    8    7    1    7    2    8    0    
Vardas3556     Pavarde3556    10   0    3    5    6    0    5    6    9    2    6    
Vardas3557     Pavarde3557    10   1    9    4    10   7    8    2    9    7    5    
Vardas3558     Pavarde3558    9    7    6    5    7    10   1    6    1    4    5    
Vardas3559     Pavarde3559    9    7    0    1    5    1    10   10   6    10   9    
Vardas356      Pavarde356     8    6    5    2    6    7    3    9    10   7    7    
Vardas3560     Pavarde3560    7    7    4    8    6    4    6    10   5    6    8    
Vardas3561     Pavarde3561    10   1    9    10   4    2    6    4    8    2    0    
Vardas3562     Pavarde3562    3    2    0    6    2    4    1    4    9    2    1    
Vardas3563     Pavarde3563    2    4    2    2    5    4    9    8    7    0    9    
Vardas3564     Pavarde3564    6    4    1    0    3    6    3    8    8    1    3    
Vardas3565     Pavarde3565    2    7    3    6    0    4    1    0    5    0    2    
Vardas3566     Pavarde3566    1    0    4    7    2    10   5    7    0    6    4    
Vardas3567     Pavarde3567    6    0    4    2    10   5    9    10   2    9    1    
Vardas3568     Pavarde3568    9    9    6    3    4    2    10   2    1    0    10   
Vardas3569     Pavarde3569    5    6    1    7    9    5    9    10   4    7    6    
Vardas357      Pavarde357     6    5    8    1    3    9    2    8    8    4    10   
Vardas3570     Pavarde3570    1    0    9    0    7    2    8    8    10   6    3    
Vardas3571     Pavarde3571    10   6    8    1    9    3    7    3    8    1    0    
Vardas3572     Pavarde3572    5    4    1    2    8    1    7    2    8    3    1    
Vardas3573     Pavarde3573    5    5    0    4    0    7    1    9    3    6    2    
Vardas3574     Pavarde3574    0    2    6    4    5    0    10   9    3    4    3    
Vardas3575     Pavarde3575    3    10   9    1    3    0    3    9    1    0    1    
Vardas3576     Pavarde3576    4    5    3    7    0    1    7    10   4    7    2    
Vardas3577     Pavarde3577    2    6    1    5    0    3    7    3    4    6    1    
Vardas3578     Pavarde3578    8    4    3    7    9    9    4    3    7    2    1    
Vardas3579     Pavarde3579    6    7    5    7    4    3    9    8    5    1    5    
Vardas358      Pavarde358     6    5    8    10   4    4    7    7    1    5    0    
Vardas3580     Pavarde3580    7    6    2    2    7    9    8    2    1    4    7    
Vardas3581     Pavarde3581    9    5    6    0    0    2    5    0    2    1    7    
Vardas3582     Pavarde3582    10   8    6    0    9    3    6    1    0    2    4    
Vardas3583     Pavarde3583    5    3    0    3    1    5    9    8    7    0    10   
Vardas3584     Pavarde3584    9    1    8    7    1    3    8    7    3    8    8    
Vardas3585     Pavarde3585    3    7    8    6    4    2    4    1    3    10   10   
Vardas3586     Pavarde3586    1    9    0    6    5    4    7    3    1    2    1    
Vardas3587     Pavarde3587    1    3    10   7    6    2    1    7    10   2    1    
Vardas3588     Pavarde3588    6    9    2    4    9    3    0    4    1    4    3    
Vardas3589     Pavarde3589    2    2    1    5    5    7    1    3    4    10   4    
Vardas359      Pavarde359     8    5    1    7    2    0    4    8    10   9    5    
Vardas3590     Pavarde3590    2    4    9    2    0    10   4    10   2    10   9    
Vardas3591     Pavarde3591    8    3    9    3    10   7    2    8    4    5    4    
Vardas3592     Pavarde3592    0    8    3    2    6    8    5    0    2    8    3    
Vardas3593     Pavarde3593    6    8    9    6    4    2    10   8    6    1    10   
Vardas3594     Pavarde3594    4    5    8    7    10   2    5    3    3    9    4    
Vardas3595     Pavarde3595    0    5    3    3    4    1    10   10   6    2    4    
Vardas3596     Pavarde3596    0    3    3    3    6    1    8    5    2    0    4    
Vardas3597     Pavarde3597    9    0    3    4    10   10   2    2    6    6    1    
Vardas3598     Pavarde3598    1    7    8    3    6    6    3    4    6    7    3    
Vardas3599     Pavarde3599    8    6    0    0    9    10   6    5    5    2    3    
Vardas36       Pavarde36      3    10   7    4    4    9    2    6    7    9    0    
Vardas360      Pavarde360     8    9    10   9    4    10   1    0    9    10   0    
Vardas3600     Pavarde3600    10   6    7    3    10   9    5    5    3    2    3    
Vardas3601     Pavarde3601    6    7    10   8    2    8    0    1    7    7    5    
Vardas3602     Pavarde3602    10   7    1    7    6    5    2    10   8    0    4    
Vardas3603     Pavarde3603    3    1    4    10   2    6    2    4    6    7    1    
Vardas3604     Pavarde3604    8    5    0    0    7    6    1    8    4    2    6    
Vardas3605     Pavarde3605    8    6    3    0    1    10   10   1    7    7    4    
Vardas3606     Pavarde3606    5    3    3    3    4    10   6    6    8    4    3    
Vardas3607     Pavarde3607    9    10   2    7    8    10   8    3    4    5    1    
Vardas3608     Pavarde3608    6    10   5    2    0    2    9    7    3    8    3    
Vardas3609     Pavarde3609    3    8    7    8    8    6    6    2    5    3    6    
Vardas361      Pavarde361     9    6    0    7    0    7    1    1    4    10   0    
Vardas3610     Pavarde3610    7    5    2    4    3    9    0    4    4    6    6    
Vardas3611     Pavarde3611    7    8    10   5    5    3    5    1    1    1    4    
Vardas3612     Pavarde3612    7    3    3    7    4    10   2    1    5    10   8    
Vardas3613     Pavarde3613    4    4    10   2    6    4    9    5    0    10   6    
Vardas3614     Pavarde3614    1    10   2    2    3    6    9    10   6    6    3    
Vardas3615     Pavarde3615    5    9    8    5    10   8    8    10   3    4    6    
Vardas3616     Pavarde3616    7    0    10   0    8    3    3    1    6    0    6    
Vardas3617     Pavarde3617    7    1    1    0    5    10   1    1    9    5    10   
